"id","name","shape","original_price","mrp","carat","cut","color","clarity","images","size","l_w_ratio","table ","sku","lab","certificate_number","video_url","certificate_link","growth_type"
"6466","Oval Cut Diamond","OVAL","1108.98","1608.98","3.03","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.41 - 8.26 * 5.17","62.6","57","OVA22","IGI","653412017","","https://www.igi.org/reports/verify-your-report?r=653412017","CVD"
"6467","Round Diamond","ROUND","831.74","1331.74","3.03","IDEAL","H","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.4 - 9.36 * 5.69","60.6","58","ROU72","IGI","629441340","https://v360.in/V360Images.aspx?cid=vd&d=CD203-37","https://www.igi.org/reports/verify-your-report?r=629441340","CVD"
"6468","Emerald Diamond","EMERALD","1105.32","1605.32","3.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","9.5 - 6.93 * 4.51","65.1","66","EME56","IGI","632438501","https://v360.in/V360Images.aspx?cid=vd&d=CD265-11","https://www.igi.org/reports/verify-your-report?r=632438501","CVD"
"6469","Oval Cut Diamond","OVAL","1105.32","1605.32","3.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.27 - 8.24 * 5.11","62","58","OVA32","IGI","640428725","","https://www.igi.org/reports/verify-your-report?r=640428725","CVD"
"6470","Oval Cut Diamond","OVAL","1105.32","1605.32","3.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.27 - 8.18 * 5.25","64.2","61","OVA48","IGI","640428727","","https://www.igi.org/reports/verify-your-report?r=640428727","CVD"
"6471","Oval Cut Diamond","OVAL","1105.32","1605.32","3.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.34 - 8.16 * 5.16","63.2","59","OVA91","IGI","640428728","","https://www.igi.org/reports/verify-your-report?r=640428728","CVD"
"6472","Round Diamond","ROUND","828.99","1328.99","3.02","IDEAL","H","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.25 - 9.2 * 5.71","61.9","58","ROU11","IGI","601321648","https://v360.in/V360Images.aspx?cid=vd&d=CVD423-210A","https://www.igi.org/reports/verify-your-report?r=601321648","CVD"
"6473","L CUSHION Diamond","CUSHION","1105.32","1605.32","3.02","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.64 - 7.79 * 5.18","66.5","57","L C51","IGI","632438346","https://v360.in/V360Images.aspx?cid=vd&d=CD302-12","https://www.igi.org/reports/verify-your-report?r=632438346","CVD"
"6474","Emerald Diamond","EMERALD","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","9.43 - 6.75 * 4.84","71.7","61","EME42","IGI","632438494","https://v360.in/V360Images.aspx?cid=vd&d=CD233-59","https://www.igi.org/reports/verify-your-report?r=632438494","CVD"
"6475","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.24 - 8.07 * 5.05","62.6","66","OVA89","IGI","645417869","","https://www.igi.org/reports/verify-your-report?r=645417869","CVD"
"6476","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.39 - 8.23 * 5.16","62.7","58","OVA70","IGI","640428694","","https://www.igi.org/reports/verify-your-report?r=640428694","CVD"
"6477","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.13 - 8.13 * 5.19","63.8","60","OVA43","IGI","640428707","","https://www.igi.org/reports/verify-your-report?r=640428707","CVD"
"6478","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.56 - 8.2 * 5.05","61.6","61","OVA11","IGI","640428678","","https://www.igi.org/reports/verify-your-report?r=640428678","CVD"
"6479","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.49 - 8.25 * 5.07","61.5","62","OVA93","IGI","634458104","","https://www.igi.org/reports/verify-your-report?r=634458104","CVD"
"6480","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.62 - 8.25 * 5.06","61.3","63","OVA90","IGI","645418100","","https://www.igi.org/reports/verify-your-report?r=645418100","CVD"
"6481","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.58 - 8.08 * 5.06","62.6","60","OVA71","IGI","640428714","","https://www.igi.org/reports/verify-your-report?r=640428714","CVD"
"6482","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.64 - 8.15 * 5.03","61.7","60","OVA89","IGI","645417629","","https://www.igi.org/reports/verify-your-report?r=645417629","CVD"
"6483","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.72 - 8.08 * 5.09","63","62","OVA13","IGI","640428513","","https://www.igi.org/reports/verify-your-report?r=640428513","CVD"
"6484","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.11 - 8.12 * 5.19","63.9","62","OVA60","IGI","640428680","","https://www.igi.org/reports/verify-your-report?r=640428680","CVD"
"6485","Oval Cut Diamond","OVAL","1101.66","1601.66","3.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.68 - 8.13 * 4.98","61.3","61","OVA77","IGI","645417648","","https://www.igi.org/reports/verify-your-report?r=645417648","CVD"
"6486","Round Diamond","ROUND","826.25","1326.25","3.01","EXCELLENT","H","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.25 - 9.2 * 5.8","62.9","57","ROU59","IGI","573306576","https://v360.in/V360Images.aspx?cid=vd&d=KG424-402A","https://www.igi.org/reports/verify-your-report?r=573306576","HPHT"
"6487","Oval Cut Diamond","OVAL","1098","1598","3","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.66 - 8.28 * 5.03","60.7","64","OVA29","IGI","645418529","","https://www.igi.org/reports/verify-your-report?r=645418529","CVD"
"6488","Oval Cut Diamond","OVAL","1098","1598","3","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.97 - 8.23 * 4.85","58.9","66","OVA84","IGI","653411943","","https://www.igi.org/reports/verify-your-report?r=653411943","CVD"
"6489","Oval Cut Diamond","OVAL","1098","1598","3","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","11.26 - 8.2 * 5.17","63","61","OVA66","IGI","640428648","","https://www.igi.org/reports/verify-your-report?r=640428648","CVD"
"6490","Oval Cut Diamond","OVAL","6075.23","6575.23","10.06","","F","SI1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","17.16 - 12.16 * 7.32","60.2","63","OVA53","IGI","625433789","https://workshop.360view.link/360viewer/360view.html?d=0803241-q54-16","https://www.igi.org/reports/verify-your-report?r=625433789","CVD"
"6491","Pear Diamond","PEAR","4518.51","5018.51","9.62","","G","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","18.02 - 11.71 * 7.56","64.6","61","PEA83","IGI","626487180","https://workshop.360view.link/360viewer/360view.html?d=1303240-q50-148","https://www.igi.org/reports/verify-your-report?r=626487180","CVD"
"6492","Emerald Diamond","EMERALD","5282.11","5782.11","9.02","","E","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","14.45 - 9.16 * 6.27","68.4","60","EME52","IGI","602355466","https://workshop.360view.link/360viewer/360view.html?d=2509231-Q-8-2","https://www.igi.org/reports/verify-your-report?r=602355466","CVD"
"6493","Pear Diamond","PEAR","1485.96","1985.96","4.06","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","14.2-8.74x5.44","62.2","56","PEA14","IGI","653441788","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=d&a=TD3-3001","https://www.igi.org/reports/verify-your-report?r=653441788","CVD"
"6494","Oval Cut Diamond","OVAL","1467.66","1967.66","4.01","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/oval.png","13.64-9.03x5.27","58.4","61","OVA72","IGI","642427341","https://v360.diamonds/c/e442a2ff-d001-4c40-acdf-86cb28ac80f9?m=i&a=VLC172-15501","https://www.igi.org/reports/verify-your-report?r=642427341","CVD"
"6495","Round Diamond","ROUND","1919.3","2419.3","4.37","IDEAL","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.35*10.43*6.48","62.3","57","ROU57","IGI","534235678","https://ssdweb.co/ssdweb/hd/Vision360.html?d=831020574&zoomslide=1&z=1831020574&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=534235678","CVD"
"6496","Round Diamond","ROUND","2291.89","2791.89","4.04","IDEAL","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.14*10.17*6.32","62.3","54","ROU27","IGI","629479254","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925880263&zoomslide=1&z=1925880263&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629479254","CVD"
"6497","Round Diamond","ROUND","2274.87","2774.87","4.01","EXCELLENT","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.07*10.14*6.13","60.6","62","ROU14","IGI","632404755","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926050383&zoomslide=1&z=1926050383&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632404755","CVD"
"6498","Emerald Diamond","EMERALD","2099.92","2599.92","4.25","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.57*10.63*5.05","66.7","64","EME80","IGI","621475820","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925510201&zoomslide=1&z=1925510201&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=621475820","CVD"
"6499","Emerald Diamond","EMERALD","2025.81","2525.81","4.1","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.44*10.77*4.93","66.3","66","EME75","IGI","622461246","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925600345&zoomslide=1&z=1925600345&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=622461246","CVD"
"6500","Emerald Diamond","EMERALD","2020.87","2520.87","4.09","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.52*10.78*4.95","65.8","64","EME67","IGI","622499919","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925510214&zoomslide=1&z=1925510214&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=622499919","CVD"
"6501","Emerald Diamond","EMERALD","2015.93","2515.93","4.08","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.38*10.82*4.81","65.2","67","EME92","IGI","622499939","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925600359&zoomslide=1&z=1925600359&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=622499939","CVD"
"6502","Emerald Diamond","EMERALD","2001.1","2501.1","4.05","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.36*10.81*4.93","67","64","EME99","IGI","627415219","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925820172&zoomslide=1&z=1925820172&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=627415219","CVD"
"6503","Emerald Diamond","EMERALD","2001.1","2501.1","4.05","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.21*10.86*4.89","67.8","63","EME97","IGI","627497112","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925820166&zoomslide=1&z=1925820166&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=627497112","CVD"
"6504","Emerald Diamond","EMERALD","1991.22","2491.22","4.03","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.35*10.62*4.86","66.1","65","EME73","IGI","596307731","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924430145&zoomslide=1&z=1924430145&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=596307731","CVD"
"6505","Emerald Diamond","EMERALD","1981.34","2481.34","4.01","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","7.24*10.56*4.93","68.1","66","EME88","IGI","620403276","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925510188&zoomslide=1&z=1925510188&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=620403276","CVD"
"6506","Princess Diamond","PRINCESS","10667.62","11167.62","11.43","","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/princess.png","12.02*12.21*8.60","71.5","73","PRI37","IGI","600370352","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924870003&zoomslide=1&z=1924870003&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=600370352","CVD"
"6507","Sq Emerald Diamond","EMERALD","3495.91","3995.91","5.21","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","9.37*9.52*6.06","64.7","65","SQ 89","GIA","2497181927","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926050011&zoomslide=1&z=1926050011&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=2497181927","CVD"
"6508","Sq Emerald Diamond","EMERALD","3415.39","3915.39","5.09","","E","VVS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","9.28*9.30*6.28","67.7","61","SQ 64","GIA","7481994143","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925880021&zoomslide=1&z=1925880021&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=7481994143","CVD"
"6509","Cushion  Diamond","CUSHION ","864.68","1364.68","3.15","","G","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.55 * 7.31 * 5.06","69.2","61.5","CUS57","IGI","573301698","","https://www.igi.org/reports/verify-your-report?r=573301698","CVD"
"6510","Round Diamond","ROUND","901.82","1401.82","3.52","EXCELLENT","E","SI1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.67 * 9.74 * 5.94","61.2","60.5","ROU81","IGI","570373781","https://view.gem360.in/gem360/0403231208-K356/gem360-0403231208-K356.html","https://www.igi.org/reports/verify-your-report?r=570373781","CVD"
"6511","Pear Diamond","PEAR","1123.62","1623.62","3.07","","D","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/pear.png","12.48 - 8.11 * 5.16","63.6","59","PEA42","IGI","654431542","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38531874.html","https://www.igi.org/reports/verify-your-report?r=654431542","CVD"
"6512","Cushion Diamond","CUSHION","685.15","1185.15","3.12","","H","VS2","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/cushion.png","9.62 - 7.84 * 5.31","67.7","60","CUS62","IGI","628402563","https://v360.in/diamondview.aspx?cid=&d=2447956","https://www.igi.org/reports/verify-your-report?r=628402563","CVD"
"6513","Emerald Diamond","EMERALD","795.13","1295.13","3.95","","I","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/emerald.png","11.09 - 7.39 * 4.80","65","66","EME77","IGI","621434285","https://v3603650.v360.in/vision360.html?d=2245222","https://www.igi.org/reports/verify-your-report?r=621434285","CVD"
"6514","Round Diamond","ROUND","1580.82","2080.82","3.55","IDEAL","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.76-9.70x6.03","62","59","ROU54","IGI","623466312","https://viw-us.s3.amazonaws.com/viewer/index.html?d=102145-013","https://www.igi.org/reports/verify-your-report?r=623466312","CVD"
"6515","Round Diamond","ROUND","1576.36","2076.36","3.54","IDEAL","E","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.79-9.74x6.03","61.7","56","ROU63","IGI","624438444","https://viw-us.s3.amazonaws.com/viewer/index.html?d=2072037-016","https://www.igi.org/reports/verify-your-report?r=624438444","CVD"
"6516","Round Diamond","ROUND","2099.93","2599.93","4.05","EXCELLENT","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","10.16-10.09x6.22","61.3","61","ROU37","IGI","623466283","https://viw-us.s3.amazonaws.com/viewer/index.html?d=112141-012","https://www.igi.org/reports/verify-your-report?r=623466283","CVD"
"6517","Round Diamond","ROUND","1435.33","1935.33","3.62","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.90-9.88x5.97","60.4","59","ROU36","IGI","636466256","https://viw-us.s3.amazonaws.com/viewer/index.html?d=9251028-008A","https://www.igi.org/reports/verify-your-report?r=636466256","CVD"
"6518","Round Diamond","ROUND","1427.4","1927.4","3.6","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.76-9.71x6.07","62.3","58","ROU35","IGI","623414916","https://viw-us.s3.amazonaws.com/viewer/index.html?d=210112-018","https://www.igi.org/reports/verify-your-report?r=623414916","CVD"
"6519","Round Diamond","ROUND","1407.58","1907.58","3.55","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.80-9.77x6.04","61.7","58","ROU60","IGI","624400345","https://viw-us.s3.amazonaws.com/viewer/index.html?d=2227041-011A","https://www.igi.org/reports/verify-your-report?r=624400345","CVD"
"6520","Round Diamond","ROUND","1395.68","1895.68","3.52","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.73-9.69x6.03","62","57","ROU79","IGI","623413036","https://viw-us.s3.amazonaws.com/viewer/index.html?d=9184022-002","https://www.igi.org/reports/verify-your-report?r=623413036","CVD"
"6521","Round Diamond","ROUND","1391.72","1891.72","3.51","EXCELLENT","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.62-9.55x6.03","62.8","60","ROU24","IGI","623414845","https://viw-us.s3.amazonaws.com/viewer/index.html?d=9149024-010","https://www.igi.org/reports/verify-your-report?r=623414845","CVD"
"6522","Round Diamond","ROUND","1387.75","1887.75","3.5","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.78-9.76x5.95","60.9","60","ROU71","IGI","623480604","https://viw-us.s3.amazonaws.com/viewer/index.html?d=224103-004","https://www.igi.org/reports/verify-your-report?r=623480604","CVD"
"6523","Round Diamond","ROUND","1308.45","1808.45","3.3","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.55-9.50x5.88","61.7","58","ROU51","IGI","613383701","https://viw-us.s3.amazonaws.com/viewer/index.html?d=106134-006","https://www.igi.org/reports/verify-your-report?r=613383701","CVD"
"6524","Round Diamond","ROUND","1296.56","1796.56","3.27","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.56-9.52x5.81","60.9","58","ROU15","IGI","623415023","https://viw-us.s3.amazonaws.com/viewer/index.html?d=9311019-009","https://www.igi.org/reports/verify-your-report?r=623415023","CVD"
"6525","Round Diamond","ROUND","1292.59","1792.59","3.26","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.52-9.47x5.83","61.3","58","ROU21","IGI","623414872","https://viw-us.s3.amazonaws.com/viewer/index.html?d=275111-013","https://www.igi.org/reports/verify-your-report?r=623414872","CVD"
"6526","Round Diamond","ROUND","1292.59","1792.59","3.26","IDEAL","F","VS1","https://bhalinfotech-in-01-2025.s3.us-east-1.amazonaws.com/round.png","9.54-9.50x5.84","61.3","57","ROU50","IGI","623414870","https://viw-us.s3.amazonaws.com/viewer/index.html?d=2006038-020","https://www.igi.org/reports/verify-your-report?r=623414870","CVD"
